sentiment,content
angry,win war rage insid mind desir love roll someth
angry,dad ass
happy,happi mother day
neutral,c mon talk philo ophi love wisdom need mat context intersubject ground
sad,tri audioboo record distort due high volum ob
angry,dear futur big brother player chase dick season win 500 00 dollar sti bb18 bitter
sad,inadequaci slither ear wrap around neck like boy want love mpi vss quot depress poetri
happy,hahahaha nice gave bio cos idk hell hello chem
happy,realli good day today
sad,booooo senior yearbook suck thank memori bhs
sad,good question nepal pm declar resign actual resign two differ thing
sad,learn trust god quiet troubl restless heart bring peac weari soul elimin hopeless addict
happy,person someth common lol jk
sad,today sore surgeri day glad took extra sick day full recoveri expect 6 week call lawn servic firm today
neutral,sure think revis effort need s2 monday
neutral,follow
sad,somehow manag sober rememb crap felt pre drink
sad,today kudo jaim garcia fine outing encourag last week judo jaim garcia dismal outing discourag
happy,perfect night nj
happy,regist first thing wake tomorrow look forward back forum
neutral,youtub
happy,danc gavin danc attack attack skylit drive tonight exciteddddd
neutral,go pune tomorrow
sad,liter eat creami pesto pasta top grill chicken sun dri tomato asparagus pine nut everi singl day life
angry,casual tweet vic fave make gag
happy,good morn happi mother day love mom across pond
neutral,concord irvin ca 09
neutral,got
angry,slow answer
neutral,relax mama u kno got u breath easi need piff
angry,see never got kyil see must tast
happy,wait either welcom yay
neutral,start brief 7 30 peopl east coast
sad,ak47 leav spine frown
happy,awesom band
sad,hi rob come back show wale soon miss first time
neutral,lexi add locat handl whatev reason
happy,thank kashi think day mad disservic take 1 ur class
happy,1 r2 love want share wish made
angry,anger rise think consequ quot wisdom anger
angry,bro laptop salm comp stuck wii xx
neutral,meant ask night go enjoy fight yas nighter
happy,think niec got sicke lame
angry,knew reason hate car 1 slow 2 big 3 get car sick 4 motorbik much much much fun
angry,want come come jeeeeez
happy,thursday mean grey day tgit
angry,stupid red hair difficult upkeep dy manag brown red boo
happy,laugh bit cours aria shook head calm mirth could listen mikey actual
happy,sittin bed 2 fall asleep
neutral,hey esme u
happy,oh night love ace
neutral,thank mckenzi
neutral,teehe im glad entertain ye
neutral,thank u u kno ppl alreadi look chest ne way might well give somethng throw lol
angry,fret mani opportun life worri one work
neutral,ouch
happy,visual smile see
neutral,love cant wait see ya soon night
sad,dun wanna travel way lunch yeah nice place miss e punjab though
angry,itsuck everyon one want text text
happy,ok shower call name hour think indulg respond allow robin thick serenad
happy,proud son found offer uncondit place music colleg
angry,neva mind ya friend call jealous want kno liter ova tude
sad,even get start hillari fanci fundrais depress
happy,xmas week earli hehe least last min shop
neutral,save till hk
angry,import thing bestrong hold anger thought
sad,im disgust well baron spell lesson homi haha effort team r u shwasti shlosh love
happy,next wk c drs mayb would love go mac grill john thought u
happy,sunday last day appl come kick el farolito 4817 mission street 730pm
happy,im sure love em work x
happy,love happi birthday said sound like mixtur john lennon chrissi hynd jani joplin
happy,happi mother day mum america
happy,first star trek anyth realli entertain see harold fli enterpris white castl
neutral,pic pleas
happy,understand comput fun
sad,poor beta took seattl ride lap plane happi week long outag cold
happy,lol mention pleasur
happy,went muslim marriag first time life came back stomach full tasti briyani realli like much
angry,warn sensit angri insecur babi today ugh peopl larg either hate ignor bc liter worst
happy,mcfli best band ever wish watch concert singapor place tour
happy,enjoy stay hous today
happy,look like need local market person book 2 gig vega day
angry,fuckin hell even see face make fume
happy,glad u could check us today keep touch
angry,offer gold silver said nah bitcoin snap
happy,excit tour fotc idea see tomorrow
happy,look forward cambridg weekend shop ilz
angry,take public opinion reveng pakistan govt unabl decid
angry,anger cheap polit expens expect everybodi polit thoughtfulthursday polit
happy,hahaha cartoon mascot go virl com monster nice detail good shadow realist tonsil
sad,go jordan told come im stuck work
sad,asap kid asleep car seat arianna take us need pay vs bill
happy,bye movi jake
happy,start glee begin n cri babi love children
sad,still full buffet palm stomach actual hurt ugh gluttoni bite
happy,yeah drank littl bit anyway definit show drink
sad,marco rojo marco rojo run wing love blue fear red
happy,tire bodi mind sparkl teeth say follow good night apocalyps good luck aspi
neutral,tri place sorri
sad,though late bad depress feel like bodi like take littl get
happy,hahaha total yaayi feel alon twitter
neutral,ive finish
neutral,rachel go lunch baixa lot stuff wanna come
angry,panpip play big river outsid bridg sr1 outrag
neutral,deathmatch game plus realli good game lol
happy,time joyous celebr
angry,fucker block 2 year ago question lol proper hold grudg old joe
angry,yeah super crap today stupid write ugh
sad,histori repeat gaa cultur dare anyon think ok discourag irish person attend match final
sad,congratul top home own tip tri look mortgag balanc often slow depress
neutral,nicotin replac patch 4 hour far good sleep 4 hour get bit twitchi
happy,back mountain
neutral,come sun come sun say right
happy,ok cristal gonna tweet talk late follow sweeti tweethug 4 ya
happy,aww hope uve hada good day xxxxx
sad,terencecutch tulsa man onth helicopt said look like bad dude problem see black see bad
sad,unfortun someon squat
happy,mom love u much ur independ strong hope everyth life keep u happi love ur 1st born mel
angry,donk lion black communiti speak truth power insult black vote given away cavali play
neutral,rememb spok 5
sad,take u serious unless u use emoji
sad,ask sing yet aha coffe mornin time psycholog past question revis suck
sad,cool look forward san francisco realli nice make napa though mayb next time
sad,dog dug hole backyard well iwa sleep im ground
neutral,work close file
happy,ultim train look forward sunset
neutral,pass exit baltimor
angry,thank say wife get iphon today lose eta thank angri
angry,happen suicid tweet joke obvious could offend anyon
neutral,go work 3 30am
happy,random quot love stuff like
neutral,intern version stand playingforchang com
sad,summer one text call im loner
neutral,cute pretti
neutral,mayb 15 pair shoe mani super huge feet
happy,like enjoy hell
sad,use pawn red woman game tri fret act noth amiss royal
neutral,never thought die alon anoth six month unknown
happy,love much make smile time special cant u get scare tri
happy,love kind read call like
happy,fun show grab bite eat
angry,hey stupid bad intel take bin laden tri faux outrag bet u admir putin right
neutral,one million peopl dmv today
happy,said drink tonight say drink sam adam
sad,aint ur ff list im hurt
angry,play pet societi
happy,print mom amazon gift card happi mother day talk last minut
happy,well look bright side found use rope tipstosurviveapoweroutag
neutral,realli leav flat lookout lunch fanci wee stroll dunno oh well
happy,ukulel bag fallen apart welll least life yet optim
sad,feel lost keep run head stare face haha basic headach eye hurt
neutral,good morn soooo tierd
happy,happi trip
happy,juss drop wife love
sad,dad would feel know daughter get dash around whine rave
happy,great day massag book appoint today 617 262 2220
neutral,im pleb take freezer put oven
happy,possibl magazin put versus thi jovial conjunct shower quotient suffici bqavtja
happy,heyheyheyi happi star war day watcha doin friday movi
sad,phone dead charger mile away talk august
happy,home work hour sleep put mile new bike
neutral,left brooklyn go uptown latin coffe dollar sandwich find downtown brooklyn brooklyn
sad,blockbust week new zealand wolverin tomorrow follow star trek thursday
neutral,mom call hospic 4 great gpa matter time god know
neutral,lost us end mean eat greypoupon anyth prefer bleaker origin
happy,happi mother day
happy,got good happi mother day
neutral,place find home marilyn seria beach
sad,noo xbox got red ring death
neutral,said elus tricki
neutral,lie yet see good look men
happy,well sparkl
happy,kayyy xd yeah everyon alway talk part dog die need find movi seen xd
happy,cheer
sad,take feel kei unfair lip form frown tri walk away
neutral,repli topic yet lolz welll somethin could repli yanno
sad,sometim turn thing felt forgiv remould cut form
neutral,shop southhampton mummer
happy,congradt ur show even tho wasnt lol
happy,love new avatar
happy,chiangmai month last year loy krathong best festiv ever
happy,thing left sweep mop load van go fun tonight
neutral,finish clean bathroom smell like clorox
sad,rain wish
sad,sorri
happy,work home offic today catch everyth except twitter
happy,want food
angry,new resign cricinfo hate chang
neutral,new articl band call mgmt atbfm solidsyn net
angry,talk anai anymor
angry,go shawne hate long drive want get paper work
angry,omg toni hawk motion nintendo ds suck ass
angry,sit traffic car get rain wash sunday weather know california
happy,way home see rodney atkin concert love thank bob
neutral,yup inde like train announc short arriv k lle
happy,good mornin twitter watch first naruto day happen 100th episod love juve
happy,everyon place tomorrow bonfir tofu dog austin power
neutral,idkkkk plan anyth work lol
angry,monday still clean mess thursday night storm like busi enough week
sad,miss alreadi sad face text serious gonna make cri
neutral,trend say well tweetcannon
neutral,yes ice ice tea pleas lol
happy,went hairdress today cut hair love long hair dad said even see got haircut laaam
neutral,paint room
neutral,middl click addict say
happy,thank hope find job soon oh almost forgot land role indi flick first audit ever lol
neutral,vote rob
neutral,one taken earlier week
happy,lol gooot riiight mean twatt someth cool xd
sad,sorri chang plan revis monday exam park one friend
neutral,one therefor absolut origin see hang artist good soul
sad,drink cordial yes im bore
angry,earth send email annoy custom fume
neutral,leav tomorrow
neutral,check video scriptgirl report 05 08 09 offici surviv weekend
happy,aww miss least get go home right
happy,yeah prbli pickin song singstar check last store updat dunno cranberri song
