sentiment,content
happy,photo love knew talent photograph journalist
sad,get migran leav either arthriti gout
happy,yes one final parti better make good one much mpre stuff got go
neutral,hate sat around alon friday night big sad old loser
neutral,rat run steve irwin way avoid long delay bruce highway
happy,live long prosper lol star trek best
sad,bottom thing move feel bad man
happy,okay heart get lovin sorri sneez
neutral,good luck tonight canada east coast watch
happy,woop bought elliot minor album itun final work
sad,sick year omg suck bad sick end includ full restroom cleanup
neutral,might get movi night week unless like realli earli morn lol
angry,push sea
sad,mayb pass lay make swineflu illeg law abid citizen get
sad,mean monday take test monday pleas pleas
happy,alway good day make good time make better w ur morn greet thank
sad,bad net issu wed broadcast tonight tho tune new anthem bad mix
sad,morn everyon sorri go earli last night bad news felt total crap today new day
happy,video funni sign vote x
happy,joan legend wait apprentic final im addict think need rehab lol tweet later xoxo
neutral,haha think situat lol
angry,play game john elway sack 3x fumbl 3x john elway know
happy,yep yep plan noth bliss
neutral,whoa alcohol get buzz price
sad,found swing set sale 2 block home super cheap want 4 kid one answer phone list
happy,need chang way instead weak love great role model
happy,need write realli bad someon go get diari flat
sad,watch thing comcast miss boo like crrrrrazi
happy,great job
happy,hallooo bayern hallooo stau
sad,sorri miss
happy,spoofcard cost money need make 5 free minut last thank buddi
happy,new golf vi tsi 160hp fast
sad,tbh credit phone sux cant even text peopl see happen like total grrrsvill
angry,still got whole season wentworth watch stupid cunt work ruin us rage oldcunt
neutral,ima cri tht mean
happy,3 richard
happy,like sound tweet
angry,red head fieri
neutral,work 5 45am
happy,told guy go get pass go see downtown disney yay
sad,right sympathi well
happy,think blog list
happy,tribal cafe watermelon slush natali sing ashley birthday love around
neutral,oh yeah came back weekend cosplay photo marathon
happy,dammm thought someth lollllll
sad,simpl nice dinner exist world
sad,fml dad didnt leav moneyz 2 wait till get home call finish work
happy,shop
sad,hi got comp earli last nite saw u feel well hope u r better
sad,dane cook sport arena tonight wish ticket
sad,ill bore bank holiday noth open bad time film
happy,justin timberlak total rock snl tonight ooh happi mother day anoth hallmark mkting tool
neutral,keep tri get right last time
happy,happi mother day mom
angry,think high profil femal colleagu would one yhat categori massexodus
angry,sleep ugh shit damn day tomorrow want take sleep pill know ill get late
neutral,em torrent th b ch tr n nh ang thi n long l ch xu ng u tra
happy,dave thank play happi birthday nkotb today bday lone bday today
happy,haha book lie last night woke must need
happy,ikr mom got birthday year ago tis best
sad,saw pic past thanksgiv sad grandma
sad,mean give lol finger crash car lol jk that bad ignor
happy,one thing shatter amaz song r
happy,realli long exposur tripod look viewfind unfocus great
happy,video tape hahaha
happy,yeah go makati cinema squar dad later haha
happy,thank night
neutral,would like abl go one
neutral,bummer yo start final soon guess see around second week june
happy,happi mum day kinduhh major crush alex johnson cab
neutral,involv post thought read other mr bean got new number btw txts back
angry,new work pictur taken today hate look much like
happy,today someth amaz happen fell love coupon
sad,hungri singl head golf rang soon
happy,easi happi mother day great mom
happy,immens pleasur entertain pride prejudic 3rd time must say find much agreeabl
happy,love avocado shake especi blend gula melaka touch santan noic
sad,oh gosh hollyoak sad tonit
angry,accidet dump boil water
happy,fun friend
neutral,
sad,ok want quit job
happy,aaaaawhh cute
neutral,great cover
sad,part surrey either feel quit bit nippi must say afternoon
happy,nice
angry,leav rule nimber 1 carpet clean worsethananatomicbomb accidentlyspillbeeronthecarpet
sad,know neck jack forc pay park bc turn head parallel park free space
neutral,gross haha like tiniest piec ever tast like ate whole onion eww
happy,yay cheerlead im sick gonna fun night peopl
neutral,know statu venetian real man scream loud everyon laugh
sad,miss jmichell told treat like step child smh
happy,short work week
happy,god love quizz get phone im gonna 24 7 facebook quizz
happy,sound like muffler bear go bad
neutral,join think smith chip invent flavour compet entri wont recognis sweetpotato seasalt flavour
sad,sleep throat dri hell ugh still gon wake fabul
neutral,forgot phone home
happy,lol usual alway bn well tho old r ur kid
angry,load high qualifi stuff load still use snail mail
neutral,need wordpress templat design contact design theme cheap
happy,thank promo show absenc glad like rock
angry,tonight dragrac allstars2 episod gave life yaassss queen teamalaska teamkatya bwahaha
neutral,ask karma point pleas
angry,cold cold fuck
neutral,wanna move america
neutral,tea break cant wait drive home tonit
happy,home yogurt factori love yogurt also hung uncl luci
neutral,come sick one inflam vocal cord
happy,realli good day today
neutral,think ff felin friday anyway want cat pictur mayb caturday though
angry,jason mraz still serenad read judici supervis execut action commonwealth caribbean bbl
sad,everyon set away msn nobodi talk \
neutral,good hear feel though behind scene better shown tv
happy,bought new combo printer costco today officejet j4550 caus cheaper ink 4 old one windows7 like fax part
happy,haha great yeah zachari quinto spock realli awesom inde
angry,hate hiccup
happy,wish mother flatworld happi awesom mother day
happy,happi bank holiday monday twitter bath time spring clean movi marathon lazi day
angry,realli hate mobil twitter hard tweet sidekick
neutral,heart heart mom mom open talk mom
happy,good luck tomorrow
neutral,suck mama
sad,hate nowher stuff
neutral,wanna play golf
happy,met mother best show ever
happy,thank
sad,cant find red lighter remind ami
sad,yes mani cool thing american cannot watch
happy,starbuck lovin
happy,thank end go makino chaya
sad,sorri like peopl like feel well tummi
happy,good morn welcom new follow
angry,shit even begin describ fieri littl demon straight hell
sad,grandpar cat may die love cat swear goe
angry,sam brown law never offend peopl style fake break us island
angry,answer 50 text pls snap
sad,feel pain mine way
neutral,work fine far know shrug mayb send tweet
happy,awesom phillip complet finish goe left right
neutral,4 year tri cat today figur open sink cupboard time target run buy safeti lock
sad,yeah suck work nano take 75 music sad
neutral,want go shop tomorrow work buy thing know want
sad,terribl job hide
happy,great night
happy,pick copi print brochur bwrc excit
happy,friday wooo noth nugget better pull tonight
happy,hahahahahahahahahahahaha love actual mad crave late though
neutral,till 930
sad,think sale ciroc stay damn that luck
angry,mighti boosh kick ars
happy,world im chillin bout go get money economi money easi money anymor
angry,spent 2 fuck hour still get dam siva fragment fellwint peak mountain angri
happy,play pacman box achv take gs exact 47000 nice
happy,bought littl plastic person wine bottl jewel perfect rooftop boozin wish wait long
neutral,glad see typic bank holiday weather wise go much today yeah right
sad,sorri mr grey menlo
sad,ouch realis shelter upbring
sad,want sad work today normal work friday either
sad,yes love littl bit complic want bb doesnt work
neutral,need memor julius caesar line
angry,fuck dont get gift exit sooo awesom
neutral,ugggh idk wanna stop get text twitterr ils
happy,chillin bros coupl yeungl get much better
happy,yummi yum cha mother day mum dad arcel egg pant yuuuuuum
happy,ive chosen greas
angry,imagin bitter bias date send threat partner like nasti even know exist
happy,paul scanlon share god word morn sound bit hoars perhap touch cold hold pastor back
sad,sorri
angry,snap hialeshia
happy,yeah prbli pickin song singstar check last store updat dunno cranberri song
angry,2 day never fuck pen nffc bitter
sad,camera brokennn
sad,want join live michigan
neutral,yeah went 5 day im tri get back novemb mom super soak star weekend
sad,damn paid like 16 first slight stoopid show charg 47 pop make sad
happy,defiant watch work stream leav
neutral,made page yet work
angry,accidentali slam finger trunk
neutral,wow sound way stress job thought continu edu make move
happy,hahaha massiv compar other sweet sceni
sad,anyon ever heavi feel sad heart that case rite
sad,hide berri like slave regular today caught massa im def light enough juic pour slave
sad,im sorri
sad,first time week see clear blue sky
sad,write bore part paper hmm sun shine feel like work howev
sad,leg fuck sore feet hurt walk whataday
happy,aww bless haha cute tom
happy,go camp coupla hour gotta pack everyth
happy,yup even though lil raini lol hope ya good day
happy,ishra haha cassi ventura haircut yesterday beat music award
happy,womp womp woooomp
happy,nice luv kelli amaz singer luv
sad,friend use logic must admit like mac
neutral,sudden want chines food worst way realli great run food pack sandwich lunch anyway
happy,choos one love song lv tt bt u like read
happy,happi star war day
happy,sun shine great day
happy,oh monday also mean new american dad glad watch show funni make monday even better
happy,need make plan come back uk yest made year love xo
happy,think niec got sicke lame
neutral,bgt littl holli perform tomorrow night final poor littl mite look terrifi brave fantast voic scare
sad,get anoth puppi cool realli
neutral,happi mother day happi mother day
angry,hate florist rose cassade tomorrow fricken fag florist peopl hmm need someth els hmm
sad,know exact say cool tape better p
happy,140 page done eclips
neutral,g mornin lolz like g nite 2 gettin home work yes ur label agent mngr
happy,like hr shirt inspir think witti rude hr like say never actual wear
neutral,uup morn school see ya xxx
happy,haha problem fun
happy,thank much
angry,stuck infuri scrum hegemonist scrum scrum stuck
happy,chillen csla wait start watchin pacquiao rerun
neutral,home
sad,head farm dont want wanna stay talk boyfriend stupid mom make go
neutral,fuck hate strawberri run special k
neutral,web20 good metaphor democrat process truth better serv transpar opaqu privat vote
sad,wish cali wit mari nd lupita see vfc fair
